productcode,productdescription
TMH-TILE-OLIVE-TEXAS-TILES,"<p>Giddy up, baby! Whether you were born and raised in the Lone Star State or just dream of finding yourself a cowboy (Yellowstone fans, we see you!), our Texas Tile Set lets you unleash your inner Western spirit. This tribute to our home state celebrates its beautiful wildflowers, that favorite pair of cowboy boots, finger-licking bbq and all the charm of Texas. Inspired by wide-open skies and the spirit of this great state, each tile celebrates the uniqueness of Texas.</p>
<p>PLEASE NOTE: The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TILE-PINK-ISLAND-TILES,"<p>Aruba, Jamaica, oooh I wanna to take you... wherever your little heart desires. Our Island Tile Set, with its 160 exquisitely crafted tiles in stunning ocean hues, will transport you straight to your favorite beach paradise. Perfect for those who long for the sea breeze and sandy shores, this set is a must-have for any beach lover seeking a touch of paradise with every game.</p>
<p>PLEASE NOTE: The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TILE-PINK-TEXAS-TILES,"<p>Giddy up, baby! Whether you were born and raised in the Lone Star State or just dream of finding yourself a cowboy (Yellowstone fans, we see you!), our Texas Tile Set lets you unleash your inner Western spirit. This tribute to our home state celebrates its beautiful wildflowers, that favorite pair of cowboy boots, finger-licking bbq and all the charm of Texas. Inspired by wide-open skies and the spirit of this great state, each tile celebrates the uniqueness of Texas.</p>
<p>PLEASE NOTE: The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TILE-ROYAL-BLU-ISLAND,"<p>Aruba, Jamaica, oooh I wanna to take you... wherever your little heart desires. Our Island Tile Set, with its 160 exquisitely crafted tiles in stunning ocean hues, will transport you straight to your favorite beach paradise. Perfect for those who long for the sea breeze and sandy shores, this set is a must-have for any beach lover seeking a touch of paradise with every game.</p>
<p>PLEASE NOTE: The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TILE-ROYAL-BLU-TEXAS,"<p>Giddy up, baby! Whether you were born and raised in the Lone Star State or just dream of finding yourself a cowboy (Yellowstone fans, we see you!), our Texas Tile Set lets you unleash your inner Western spirit. This tribute to our home state celebrates its beautiful wildflowers, that favorite pair of cowboy boots, finger-licking bbq and all the charm of Texas. Inspired by wide-open skies and the spirit of this great state, each tile celebrates the uniqueness of Texas.</p>
<p>PLEASE NOTE: The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TILE-SALMON-ISLAND-TILES,"<p>Aruba, Jamaica, oooh I wanna to take you... wherever your little heart desires. Our Island Tile Set, with its 160 exquisitely crafted tiles in stunning ocean hues, will transport you straight to your favorite beach paradise. Perfect for those who long for the sea breeze and sandy shores, this set is a must-have for any beach lover seeking a touch of paradise with every game.</p>
<p>PLEASE NOTE: The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TILE-TORTOISE-CREAM,"<p>Our Mod Tiles feature tortoise backs and a cream face inspired by our love of mid-century design’s fascination with the organic, juxtaposed with geometric shapes and bold colors in a fun and minimal design that is simplified, but anything but boring. The Mod Collection is groovy—refined and redefined for the 21st century. Our Mod Collection features mats in plaids, stripes, dots, and enchanting peacock patterns to make your mahjong game feel slightly nostalgic, but mostly fun.</p>
<p>Material: Acrylic</p>
<p>Dimensions: Each tile is 1"" x 1 & 7/16"" x 7/16""</p>
<p>Weight: Approx. 5 lbs total</p>
<p>INCLUDED: 1 set of 160 mahjong tiles (36 dots, 36 bams, 36 craks, 8 flowers, 16 winds, 4 white dragons/soaps, 4 green dragons, 4 red dragons, 10 jokers, 6 blanks) 1 tile guide 1 player’s guide to mahjong</p>"
TMH-TILE-TURQUOISE-TEXAS-TILES,"<p>Giddy up, baby! Whether you were born and raised in the Lone Star State or just dream of finding yourself a cowboy (Yellowstone fans, we see you!), our Texas Tile Set lets you unleash your inner Western spirit. This tribute to our home state celebrates its beautiful wildflowers, that favorite pair of cowboy boots, finger-licking bbq and all the charm of Texas. Inspired by wide-open skies and the spirit of this great state, each tile celebrates the uniqueness of Texas.</p>
<p>PLEASE NOTE: The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TILE-WHITE-ISLAND-TILES,"<p>Aruba, Jamaica, oooh I wanna to take you... wherever your little heart desires. Our Island Tile Set, with its 160 exquisitely crafted tiles in stunning ocean hues, will transport you straight to your favorite beach paradise. Perfect for those who long for the sea breeze and sandy shores, this set is a must-have for any beach lover seeking a touch of paradise with every game.</p>
<p>PLEASE NOTE: The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-AMETHYST-GEM-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the brilliance to your game-on-the-go with our Amethyst Gem Double-Sided Mahjong Mat. One side features one large faceted sapphire and the other side a pattern of all of our Jewel Collection jewels. This mat creates a stunning backdrop, especially to our White with Jewel-Tones Travel Mahjong Set, adding luster to every jewel of a game.</p>"
TMH-TRV-AMETHYST-TABLE-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Pull up a deck chair and bring twice the style to your game-on-the-go with our Amethyst Table Double-Sided Travel Mahjong Mat. This elegant, minimalist tone-on-tone design is inspired by the traditional table set up for a game of mahjong. One side features one large shape and the other side a pattern of four. This mat creates a stunning backdrop, especially to our White with Jewel-Tones Travel Mahjong Set, adding luster to every jewel of a game.</p>"
TMH-TRV-BLUE-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the elegance to your game-on-the-go with our Blue Double-Sided Travel Mahjong Mat. One side features a delicate peony design in blues on a light purple field. The other side is our Mahjong House flower border in navy on a light blue field. This mat creates a stunning backdrop to our Pale Violet and Butter Yellow Travel Mahjong Sets, adding warmth and charm to every game.</p>"
TMH-TRV-BUTTER-YELLOW-SET,"<p>The Mahjong House’s Travel Sets are designed to bring the joy of community, play, and high-quality craftsmanship to your Mahjong House away from home, wherever that may be. Our sets include everything you need to play, anywhere you are, including tiles, racks, a storage bag, and more. The tiles are thin and lightweight, but maintain the surface area and designs of the House Collection tiles you know and love so no game is compromised, even on the go. Plus, never worry about forgetting your NMJL card—we’ve included The House Card x 4, so the game can go on without a hitch. Whether you’re lounging poolside or gathered around a cozy table, the Butter Yellow Travel Mahjong Set delivers classic, luxurious play and a sense of escape, wherever life takes you.</p>"
TMH-TRV-ELEC-BLU-GARDEN,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the brightness to your game-on-the-go with our Electric Blue Garden Double-Sided Travel Mahjong Mat. One side features a pattern of our signature colorful butterfly dragons and the other side a caning graphic created with our TMH initials. This mat creates a stunning backdrop, especially to our Ice Blue & Brights Travel Mahjong Set, adding style and whimsy to every colorful game.</p>"
TMH-TRV-ELEC-BLU-TRELLIS,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the vibrance to your game-on-the-go with our Electric Blue Trellis Double-Sided Travel Mahjong Mat. This fun, trellis-inspired design is an abstraction of the initials MH for Mahjong House. One side features a multi-colored pattern on a lilac backdrop and the other a two-toned electric blue-lead pattern. This mat creates a stunning backdrop, especially to our Ice Blue & Brights Travel Mahjong Set, adding an extra splash of color to every game.</p>"
TMH-TRV-EMERALD-GEM-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the brilliance to your game-on-the-go with our Emerald Gem Double-Sided Mahjong Mat. One side features one large faceted sapphire and the other side a pattern of all of our Jewel Collection jewels. This mat creates a stunning backdrop, especially to our White with Jewel-Tones Travel Mahjong Set, adding luster to every jewel of a game.</p>"
TMH-TRV-EMERALD-TABLE-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Pull up a deck chair and bring twice the style to your game-on-the-go with our Emerald Table Double-Sided Travel Mahjong Mat. This elegant, minimalist tone-on-tone design is inspired by the traditional table set up for a game of mahjong. One side features one large shape and the other side a pattern of four. This mat creates a stunning backdrop, especially to our White with Jewel-Tones Travel Mahjong Set, adding luster to every jewel of a game.</p>"
TMH-TRV-ICE-BLU-BRIGHTS,"<p>The Mahjong House’s Travel Sets are designed to bring the joy of community, play, and high-quality craftsmanship to your Mahjong House away from home, wherever that may be. Our sets include everything you need to play, anywhere you are, including tiles, racks, a storage bag, and more. The tiles are thin and lightweight, but maintain the surface area and designs of the House Collection tiles you know and love so no game is compromised, even on the go. Plus, never worry about forgetting your NMJL card—we’ve included The House Card x 4, so the game can go on without a hitch. Whether you’re lounging poolside or gathered around a cozy table, the Ice Blue & Brights Travel Mahjong Set delivers vibrant, luxurious play and a sense of escape, wherever life takes you.</p>"
TMH-TRV-ISLAND-BRIGHT-BLU,"<p>Bring the warmth and joy of island life wherever you go with our <b>Island Travel Mahjong Tiles</b>. Inspired by the tranquil beauty of Lyford Cay and the vivid hues of the tropics, this set captures the breezy elegance of a sun-drenched escape. Soft blues, sandy neutrals, and lush palm greens evoke the carefree charm of tropical paradise, making every game feel like a celebration.</p>
<p>Perfectly sized for on-the-go play, this travel-friendly set includes everything you need to turn any space into your personal island sanctuary: a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, <strong>tile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. Whether you’re lounging poolside or gathered around a cozy table, the <b>Island Travel Mahjong Tiles</b> deliver luxurious play and a sense of escape, wherever life takes you.</p>
<p><strong>NOTE: Racks are not included with our Island Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-ISLAND-ROYAL-BLU,"<p>Bring the warmth and joy of island life wherever you go with our <b>Island Travel Mahjong Tiles</b>. Inspired by the tranquil beauty of Lyford Cay and the vivid hues of the tropics, this set captures the breezy elegance of a sun-drenched escape. Soft blues, sandy neutrals, and lush palm greens evoke the carefree charm of tropical paradise, making every game feel like a celebration.</p>
<p>Perfectly sized for on-the-go play, this travel-friendly set includes everything you need to turn any space into your personal island sanctuary: a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, <strong>tile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. Whether you’re lounging poolside or gathered around a cozy table, the <b>Island Travel Mahjong Tiles</b> deliver luxurious play and a sense of escape, wherever life takes you.</p>
<p><strong>NOTE: Racks are not included with our Island Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-ISLAND-TILES-GREEN,"<p>Bring the warmth and joy of island life wherever you go with our <b>Island Travel Mahjong Tiles</b>. Inspired by the tranquil beauty of Lyford Cay and the vivid hues of the tropics, this set captures the breezy elegance of a sun-drenched escape. Soft blues, sandy neutrals, and lush palm greens evoke the carefree charm of tropical paradise, making every game feel like a celebration.</p>
<p>Perfectly sized for on-the-go play, this travel-friendly set includes everything you need to turn any space into your personal island sanctuary: a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, <strong>tile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. Whether you’re lounging poolside or gathered around a cozy table, the <b>Island Travel Mahjong Tiles</b> deliver luxurious play and a sense of escape, wherever life takes you.</p>
<p><strong>NOTE: Racks are not included with our Island Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-ISLAND-TILES-PINK,"<p>Bring the warmth and joy of island life wherever you go with our <b>Island Travel Mahjong Tiles</b>. Inspired by the tranquil beauty of Lyford Cay and the vivid hues of the tropics, this set captures the breezy elegance of a sun-drenched escape. Soft blues, sandy neutrals, and lush palm greens evoke the carefree charm of tropical paradise, making every game feel like a celebration.</p>
<p>Perfectly sized for on-the-go play, this travel-friendly set includes everything you need to turn any space into your personal island sanctuary: a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, <strong>tile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. Whether you’re lounging poolside or gathered around a cozy table, the <b>Island Travel Mahjong Tiles</b> deliver luxurious play and a sense of escape, wherever life takes you.</p>
<p><strong>NOTE: Racks are not included with our Island Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-ISLAND-TILES-SALMON,"<p>Bring the warmth and joy of island life wherever you go with our <b>Island Travel Mahjong Tiles</b>. Inspired by the tranquil beauty of Lyford Cay and the vivid hues of the tropics, this set captures the breezy elegance of a sun-drenched escape. Soft blues, sandy neutrals, and lush palm greens evoke the carefree charm of tropical paradise, making every game feel like a celebration.</p>
<p>Perfectly sized for on-the-go play, this travel-friendly set includes everything you need to turn any space into your personal island sanctuary: a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, <strong>tile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. Whether you’re lounging poolside or gathered around a cozy table, the <b>Island Travel Mahjong Tiles</b> deliver luxurious play and a sense of escape, wherever life takes you.</p>
<p><strong>NOTE: Racks are not included with our Island Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-LILAC-GARDEN-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the brightness to your game-on-the-go with our Lilac Garden Double-Sided Travel Mahjong Mat. One side features a pattern of our signature colorful butterfly dragons and the other side a caning graphic created with our TMH initials. This mat creates a stunning backdrop, especially to our Ice Blue & Brights Travel Mahjong Set, adding style and whimsy to every colorful game.</p>"
TMH-TRV-LILAC-TRELLIS-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the vibrance to your game-on-the-go with our Lilac Trellis Double-Sided Travel Mahjong Mat. This fun, trellis-inspired design is an abstraction of the initials MH for Mahjong House. One side features a multi-colored pattern on a lilac backdrop and the other a two-toned lilac-lead pattern. This mat creates a stunning backdrop, especially to our Ice Blue & Brights Travel Mahjong Set, adding an extra splash of color to every game.</p>"
TMH-TRV-PALE-VIOLET-OPRAH,"<p>The Mahjong House’s Travel Sets are designed to bring the joy of community, play, and high-quality craftsmanship to your Mahjong House away from home, wherever that may be. Our sets include everything you need to play, anywhere you are, including tiles, racks, a storage bag, and more. The tiles are thin and lightweight, but maintain the surface area and designs of the House Collection tiles you know and love so no game is compromised, even on the go. Plus, never worry about forgetting your NMJL card—we’ve included The House Card x 4, so the game can go on without a hitch. Whether you’re lounging poolside or gathered around a cozy table, the Pale Violet Travel Mahjong Set delivers classic, luxurious play and a sense of escape, wherever life takes you.</p>"
TMH-TRV-PLUM-GARDEN-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the brightness to your game-on-the-go with our Plum Garden Double-Sided Travel Mahjong Mat. One side features a pattern of our signature colorful butterfly dragons and the other side a caning graphic created with our TMH initials. This mat creates a stunning backdrop, especially to our Ice Blue & Brights Travel Mahjong Set, adding style and whimsy to every colorful game.</p>"
TMH-TRV-PLUM-TRELLIS-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the vibrance to your game-on-the-go with our Plum Trellis Double-Sided Travel Mahjong Mat. This fun, trellis-inspired design is an abstraction of the initials MH for Mahjong House. One side features a multi-colored pattern on a lilac backdrop and the other a two-toned plum-lead pattern. This mat creates a stunning backdrop, especially to our Ice Blue & Brights Travel Mahjong Set, adding an extra splash of color to every game.</p>"
TMH-TRV-PURP-RED-GRN,"<p>Elevate your Mahjong experience with our stunning mat, adorned in lovely purple & red hues and featuring an elegant floral border. This beautifully designed mat provides the perfect backdrop for your game, enhancing every tile with a touch of refined style.</p>"
TMH-TRV-RUBY-GEM-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the brilliance to your game-on-thåçe-go with our Ruby Gem Double-Sided Mahjong Mat. One side features one large faceted sapphire and the other side a pattern of all of our Jewel Collection jewels. This mat creates a stunning backdrop, especially to our White with Jewel-Tones Travel Mahjong Set, adding luster to every jewel of a game.</p>"
TMH-TRV-RUBY-TABLE-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Pull up a deck chair and bring twice the style to your game-on-the-go with our Ruby Table Double-Sided Travel Mahjong Mat. This elegant, minimalist tone-on-tone design is inspired by the traditional table set up for a game of mahjong. One side features one large shape and the other side a pattern of four. This mat creates a stunning backdrop, especially to our White with Jewel-Tones Travel Mahjong Set, adding luster to every jewel of a game.</p>"
TMH-TRV-SAPPHIRE-GEM-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the brilliance to your game-on-the-go with our Sapphire Gem Double-Sided Mahjong Mat. One side features one large faceted sapphire and the other side a pattern of all of our Jewel Collection jewels. This mat creates a stunning backdrop, especially to our White with Jewel-Tones Travel Mahjong Set, adding luster to every jewel of a game.</p>"
TMH-TRV-SAPPHIRE-TABLE-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Pull up a deck chair and bring twice the style to your game-on-the-go with our Sapphire Table Double-Sided Travel Mahjong Mat. This elegant, minimalist tone-on-tone design is inspired by the traditional table set up for a game of mahjong. One side features one large shape and the other side a pattern of four. This mat creates a stunning backdrop, especially to our White with Jewel-Tones Travel Mahjong Set, adding luster to every jewel of a game.</p>"
TMH-TRV-TEAL-GARDEN-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the brightness to your game-on-the-go with our Teal Garden Double-Sided Travel Mahjong Mat. One side features a pattern of our signature colorful butterfly dragons and the other side a caning graphic created with our TMH initials. This mat creates a stunning backdrop, especially to our Ice Blue & Brights Travel Mahjong Set, adding style and whimsy to every colorful game.</p>"
TMH-TRV-TEAL-TRELLIS-MAT,"<p>A travel-sized mahjong mat for use with our travel sets. Bring twice the vibrance to your game-on-the-go with our Teal Trellis Double-Sided Travel Mahjong Mat. This fun, trellis-inspired design is an abstraction of the initials MH for Mahjong House. One side features a multi-colored pattern on a lilac backdrop and the other a two-toned teal-lead pattern. This mat creates a stunning backdrop, especially to our Ice Blue & Brights Travel Mahjong Set, adding an extra splash of color to every game.</p>"
TMH-TRV-TEXAS-TILES-HOT-PINK,"<p>Capture the heart of the Lone Star State wherever you roam with the <b>Texas Travel Mahjong Tiles</b>. This portable tribute to Texas charm celebrates everything we love about our home state: fields of bluebonnets, the perfect pair of cowboy boots, finger-licking BBQ, and the boundless spirit of Texas. Inspired by wide-open skies and the unmistakable pride of the Lone Star State, every detail of this set brings a touch of Texas to your game night.</p>
<p>Designed for adventure, this travel-friendly set includes a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, t<strong>ile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. This travel tile set is perfect for playing Mahjong at a ranch in Dripping Springs, tailgating for college football, or kicking back at the Houston Rodeo. The <b>Texas Travel Mahjong Tiles</b> are more than just a game; they're a celebration of family, friends, and the moments that make Texas feel like home.</p>
<p><strong>NOTE: Racks are not included with our Texas Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-TEXAS-TILES-OLIVE,"<p>Capture the heart of the Lone Star State wherever you roam with the <b>Texas Travel Mahjong Tiles</b>. This portable tribute to Texas charm celebrates everything we love about our home state: fields of bluebonnets, the perfect pair of cowboy boots, finger-licking BBQ, and the boundless spirit of Texas. Inspired by wide-open skies and the unmistakable pride of the Lone Star State, every detail of this set brings a touch of Texas to your game night.</p>
<p>Designed for adventure, this travel-friendly set includes a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, t<strong>ile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. This travel tile set is perfect for playing Mahjong at a ranch in Dripping Springs, tailgating for college football, or kicking back at the Houston Rodeo. The <b>Texas Travel Mahjong Tiles</b> are more than just a game; they're a celebration of family, friends, and the moments that make Texas feel like home.</p>
<p><strong>NOTE: Racks are not included with our Texas Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-TEXAS-TILES-PINK,"<p>Capture the heart of the Lone Star State wherever you roam with the <b>Texas Travel Mahjong Tiles</b>. This portable tribute to Texas charm celebrates everything we love about our home state: fields of bluebonnets, the perfect pair of cowboy boots, finger-licking BBQ, and the boundless spirit of Texas. Inspired by wide-open skies and the unmistakable pride of the Lone Star State, every detail of this set brings a touch of Texas to your game night.</p>
<p>Designed for adventure, this travel-friendly set includes a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, t<strong>ile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. This travel tile set is perfect for playing Mahjong at a ranch in Dripping Springs, tailgating for college football, or kicking back at the Houston Rodeo. The <b>Texas Travel Mahjong Tiles</b> are more than just a game; they're a celebration of family, friends, and the moments that make Texas feel like home.</p>
<p><strong>NOTE: Racks are not included with our Texas Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-TEXAS-TILES-TURQUOISE,"<p>Capture the heart of the Lone Star State wherever you roam with the <b>Texas Travel Mahjong Tiles</b>. This portable tribute to Texas charm celebrates everything we love about our home state: fields of bluebonnets, the perfect pair of cowboy boots, finger-licking BBQ, and the boundless spirit of Texas. Inspired by wide-open skies and the unmistakable pride of the Lone Star State, every detail of this set brings a touch of Texas to your game night.</p>
<p>Designed for adventure, this travel-friendly set includes a <strong>full </strong><b>set of travel-sized Mahjong tiles</b>, <b>drawstring travel bag</b>, t<strong>ile guide</strong>, and <b>The Mahjong House Players Guide to Mahjong</b> for quick tips. This travel tile set is perfect for playing Mahjong at a ranch in Dripping Springs, tailgating for college football, or kicking back at the Houston Rodeo. The <b>Texas Travel Mahjong Tiles</b> are more than just a game; they're a celebration of family, friends, and the moments that make Texas feel like home.</p>
<p><strong>NOTE: Racks are not included with our Texas Travel Mahjong Tiles</strong>, but they are designed to work with most standard mahjong racks.</p>
<p>The Mahjong House’s Island, Texas, and Classic collection products do not have branded/descriptive packaging; the tile sets each ship in a MAHJONG HOUSE drawstring bag and their mats ship without wrapping or labels.</p>"
TMH-TRV-WHT-JEWEL-TONES,"<p>The Mahjong House’s Travel Sets are designed to bring the joy of community, play, and high-quality craftsmanship to your Mahjong House away from home, wherever that may be. Our sets include everything you need to play, anywhere you are, including tiles, racks, a storage bag, and more. The tiles are thin and lightweight, but maintain the surface area and designs of the House Collection tiles you know and love so no game is compromised, even on the go. Plus, never worry about forgetting your NMJL card—we’ve included The House Card x 4, so the game can go on without a hitch. Whether you’re lounging poolside or gathered around a cozy table, the White with Jewel-Tones Travel Mahjong Set delivers bold, luxurious play and a sense of escape, wherever life takes you.</p>"
