ProductCode,ProductName,Category,PieceType,ColorOption,Description,Dimensions,WeightLbs,WeightSource,MainFeatures,ImageCount,MainImage,SourceUrl
508281,Ellington Upholstered Padded Arm Sofa Dark Brown,Sofas,Sofa,,"A chic mottled effect brings authenticity to the lush faux leather upholstery of a transitional sofa. Seating three, it features a dark brown color that's deep and rich, a perfect complement in a stylish but relaxed living room. The sofa boasts exceptional comfort and support, complete with pocket coil seating and full foam cushions. Pillowtop arms complement plush cushions, creating the perfect spot for lounging. Its relaxed stance makes this sofa the perfect choice for a family room or den, creating a welcoming aura that brims with comfort.","86.25""w x 39""d x 40.5""h",143.3,coasterfurniture.com listed,Plush foam cushions and pocket coil seating provide superior comfort | Dark brown coated microfiber with a chic mottled faux leather effect | Transitional three-seater sofa with a relaxed and inviting design | Pillowtop arms offer enhanced softness and full lounge-worthy support | Sinuous spring seat decking ensures long-term durability and resilience | Sturdy frame construction guarantees everyday reliability and stability,12,508281-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Ellington-Sofa/508281
651351,Greer Upholstered Motion Reclining Sofa Taupe,Sofas,Motion Sofa,Taupe,"A motion sofa made for effortless downtime. A drop-down center table brings order to movie night with a pop-up power hub and USB charging, while stainless steel cup holders keep drinks steady. Manual reclining seats glide back smoothly, and a wall-hugger design preserves floor space. Pocket-coil cushions topped with memory foam deliver supportive comfort, wrapped in easy-care leatherette with contrast stitching. Built on a durable mix of foam, engineered wood, and heavy gauge metal, it’s relaxation ready.","87""w x 38""d x 40""h",198.42,coasterfurniture.com listed,"Wall-hugger design allows full recline while conserving valuable space | Reclining sofa in taupe faux leather with contrast stitching and padded arms | Manual reclining seats provide smooth operation for everyday relaxation | Drop-down center table adds pop-up power hub with two AC and two USB ports | Two stainless steel cup holders secure beverages within easy reach | Pocket-coil seats with memory foam deliver supportive, cushioned comfort",9,651351-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Greer-Reclining-Sofa/651351
651354,Greer Upholstered Motion Reclining Sofa Brown,Sofas,Motion Sofa,Brown,"A motion sofa made for effortless downtime. A drop-down center table brings order to movie night with a pop-up power hub and USB charging, while stainless steel cup holders keep drinks steady. Manual reclining seats glide back smoothly, and a wall-hugger design preserves floor space. Pocket-coil cushions topped with memory foam deliver supportive comfort, wrapped in easy-care leatherette with contrast stitching. Built on a durable mix of foam, engineered wood, and heavy gauge metal, it’s relaxation ready.","87""w x 38""d x 40""h",198.42,coasterfurniture.com listed,"Reclining sofa in brown faux leather with contrast stitching and padded arms | Wall-hugger design provides full recline while preserving floor space | Manual reclining seats offer smooth motion for relaxed living room time | Drop-down table features pop-up power hub with two AC and two USB ports | Two stainless steel cup holders keep drinks steady during the show | Pocket-coil seats with memory foam supply supportive, cozy comfort",9,651354-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Greer-Reclining-Sofa/651351
500500,Duarto 3-tier Sofa Display Rack Black,Sofas,Sofa Bed Rack,,"Heavy-duty and highly adaptable, this sofa display rack is built to organize and present sofas with confidence. Its classic black finish keeps the profile clean and professional, while two height-adjustable arms help create a better fit for different display needs. Three tiers are engineered to support substantial weight, making the rack as functional as it is durable. It is a straightforward, hard-working solution for showroom display.","42.75""w x 42.25""d x 95.5""h",128.08,coasterfurniture.com listed,Each tier is designed to support up to 300 pounds | Two height-adjustable arms help customize fit for sofa display | Levelers help keep the rack stable on different floor surfaces | Classic black finish blends easily into a variety of settings | Heavy-duty metal construction supports reliable showroom performance | Sofa display rack in black features a sturdy three-tier structure,4,500500-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Duarto-Sofa-Display-Rack/500500
508681,Apperson Upholstered Track Arm Sofa Light Grey,Sofas,Sofa,,"You and your loved ones will be lounging in style on this chic, comfortable sofa. With its understated, transitional design, it blends seamlessly with the decor of any living room. Soft light grey upholstery subtly plays up its simple silhouette, while reversible seat and back cushions add easy versatility. Complete with plush feather and polyester fiber-filled cushions and matching accent pillows, this sofa takes comfort to the next level.","83.5""w x 34.25""d x 36""h",118.8,coasterfurniture.com listed,Sofa features clean lines and modern track arms for a sleek tailored look | Custom metal base design supports the frame with clean modern structure | Light grey linen-like upholstery offers a soft versatile transitional presence | Four accent pillows add contrast with plaid and faux suede-inspired texture | Reversible seat and back cushions add easy maintenance and lasting comfort | Feather and polyester fiber fill creates plush supportive everyday lounging,12,508681-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Apperson-Sofa/508681
506781,Bowen Upholstered Track Arm Tufted Sofa Grey,Sofas,Sofa,Grey,"This sofa blends timeless design with modern practicality, ideal for small spaces and contemporary homes. Its classic track arms and self-welt detailing highlight superior craftsmanship, while grid-tufted back cushions and pocket coil seating deliver supportive comfort. Upholstered in easy-to-clean performance fabric, it stands up beautifully to everyday living. Tall tapered brown legs add height and stability, completing a tailored look that pairs effortlessly with a variety of decor styles.","76""w x 32.75""d x 34.25""h",84.22,coasterfurniture.com listed,"Pocket coil spring construction ensures resilient cushioning and superior durability | Tall round tapered brown legs offer stability and a modern mid-century inspired look | Upholstered in easy-clean performance fabric designed for everyday family living | Perfect small-scale sofa design ideal for apartments, condos, or compact living rooms | Classic track arm silhouette with self-welt detailing enhances tailored craftsmanship | Grid-tufted boxed back cushions provide plush comfort and lasting seat support",11,506781-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Bowen-Sofa/506781
506785,Bowen Upholstered Track Arm Tufted Sofa Beige,Sofas,Sofa,Beige,"This sofa blends timeless design with modern practicality, ideal for small spaces and contemporary homes. Its classic track arms and self-welt detailing highlight superior craftsmanship, while grid-tufted back cushions and pocket coil seating deliver supportive comfort. Upholstered in easy-to-clean performance fabric, it stands up beautifully to everyday living. Tall tapered brown legs add height and stability, completing a tailored look that pairs effortlessly with a variety of decor styles.","76""w x 32.75""d x 34.25""h",84.22,coasterfurniture.com listed,"Perfect small-scale sofa design ideal for apartments, condos, or compact living rooms | Classic track arm silhouette with self-welt detailing enhances tailored craftsmanship | Grid-tufted boxed back cushions provide plush comfort and lasting seat support | Pocket coil spring construction ensures resilient cushioning and superior durability | Tall round tapered brown legs offer stability and a modern mid-century inspired look | Upholstered in easy-clean performance fabric designed for everyday family living",11,506785-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Bowen-Sofa/506781
650354,Conrad Upholstered Padded Arm Motion Sofa Grey,Sofas,Motion Sofa,,"Bring luxury and convenience to your living room with this reclining sofa upholstered in smooth grey faux leather. Designed with plush padded seating, headrests, and armrests, it ensures exceptional comfort. The drop-down centre table reveals dual cup holders, a pop-up power outlet with two AC and two USB ports, and a hidden storage drawer for added practicality. A wall-hugger mechanism saves space, while a one-inch cool gel memory foam topper enhances softness for an upgraded lounging experience.","87.5""w x 41""d x 40""h",225.91,coasterfurniture.com listed,"Manual reclining sofa with smooth wall-hugger space-saving design | Grey faux leather upholstery adds sleek, modern visual appeal | Drop-down centre table includes two cup holders for convenience | Pop-up power outlet with dual AC and USB ports enhances utility | Hidden storage drawer keeps remotes and accessories organised | Cool gel memory foam topper delivers long-lasting comfort",14,650354-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Conrad-Reclining-Sofa/650354
609541P,Bahrain Upholstered Power Sofa Charcoal,Sofas,Power Sofa,,"Kick back and relax with the power recliners featured in this transitional reclining sofa. Built for indulgent comfort, it offers plush and supportive seating with tufting that adds dimension and structure. Extra-thick pillowtop arms are ideal for lounging or even a quick afternoon nap, while charcoal gray upholstery delivers a rich neutral look that complements a variety of color palettes and surrounding decor. Complete with power recline at the touch of a button for smooth, easy performance, this sofa is designed for dependable comfort and effortless relaxation.","99.25""w x 38.25""d x 39.75""h",201.96,coasterfurniture.com listed,Power reclining sofa in charcoal fabric offers plush everyday relaxation | Pillowtop arms create a cozy place for lounging or afternoon naps | Neutral charcoal upholstery works beautifully in many living room settings | Power recliners operate smoothly at the touch of a button for comfort | Pocket coil seating and cool gel memory foam support lasting comfort | Tufted supportive seating adds dimension structure and inviting softness,10,609541P-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Bahrain-Power-Reclining-Sofa/609541P
508821,Corliss Upholstered Curved Track Arm Sofa Beige,Sofas,Sofa,Beige,"Sofa blends sculpted curves and plush support for a refined living room anchor with a soft, inviting feel. Reversible feather blend seat and back cushions pair with pocket coil seating to balance resilience and comfort, while textured velvet upholstery enhances the tailored silhouette. Gold-finished stainless steel legs introduce a polished accent beneath the smooth profile. Use this sofa to create a lounge-ready setting where comfort, graceful lines, and elevated finishes come together with ease.","91""w x 36.5""d x 36""h",126.39,coasterfurniture.com listed,Curved track arms soften the silhouette with sculptural modern elegance | Pocket coil seating and feather blend fill offer plush support and comfort | Gold-finished stainless steel legs add polished contrast beneath the frame | Accent pillows complete the sofa with added comfort and lounge appeal | Sofa in beige velvet brightens the room with plush tailored comfort | Reversible seat and back cushions help extend comfort and everyday wear,11,508821-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Corliss-Sofa/508821
508824,Corliss Upholstered Curved Track Arm Sofa Camel,Sofas,Sofa,Camel,"Sofa blends sculpted curves and plush support for a refined living room anchor with a soft, inviting feel. Reversible feather blend seat and back cushions pair with pocket coil seating to balance resilience and comfort, while textured velvet upholstery enhances the tailored silhouette. Gold-finished stainless steel legs introduce a polished accent beneath the smooth profile. Use this sofa to create a lounge-ready setting where comfort, graceful lines, and elevated finishes come together with ease.","91""w x 36.5""d x 36""h",126.39,coasterfurniture.com listed,Pocket coil seating and feather blend fill offer plush support and comfort | Sofa in camel velvet creates a warm tailored anchor for living rooms | Gold-finished stainless steel legs add polished contrast beneath the frame | Curved track arms soften the silhouette with sculptural modern elegance | Accent pillows complete the sofa with added comfort and lounge appeal | Reversible seat and back cushions help extend comfort and everyday wear,13,508824-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Corliss-Sofa/508821
504844,Brookside Velvet Upholstered Curved Sofa Dark Grey,Sofas,Sofa,,"Curved sofa brings a sculptural silhouette and layered texture to a refined living room. Sloping arms and a kidney-inspired profile create soft movement, while gold trim outlines the front with warm contrast. Dark grey velvet upholstery is paired with vertical channel tufting on the inside back and arms, while diamond quilting adds dimension to the outer surfaces. Matching accent pillows complete the tailored look and reinforce its polished lounging presence.","91.5""w x 43""d x 32""h",163.68,coasterfurniture.com listed,Dark grey curved sofa features a kidney-inspired silhouette with tailored velvet upholstery | Matching accent pillows complete the sofa with coordinated softness and visual depth | Gold trim outlines the front edge and arms with warm contrast and refined definition | The sculpted profile brings polished seating presence to living rooms and dens alike | Channel tufting on the inside back and arms adds texture and vertical dimension | Diamond quilting on the outer surfaces creates layered detail from every angle,14,504844-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Brookside-Sofa/504844
603504,Lawrence Upholstered Padded Arm Reclining Sofa Charcoal,Sofas,Motion Sofa,,"This reclining sofa blends plush comfort with supportive design for a relaxing seating experience. Upholstered in soft performance-grade microfiber, it features a padded back with subtle tufting and wide armrests for added ease. Cool gel memory foam and pocket coil cushions provide exceptional support and temperature-regulated comfort. With smooth manual reclining mechanisms on each side and a wall-hugger design that maximizes floor space, this sofa offers both functionality and inviting style for the living room.","84.75""w x 37.5""d x 39""h",180.78,coasterfurniture.com listed,Reclining sofa in charcoal microfiber with padded arms and tufted back cushions | Manual reclining seats allow smooth operation and effortless relaxation | Wall-hugger mechanism keeps sofa close to wall while maximizing space | Pocket coil cushions with cool gel memory foam enhance seating comfort | Performance-grade microfiber upholstery ensures softness and durability | Contrast stitching and piping provide subtle detail and tailored finishing,6,603504-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Lawrence-Reclining-Sofa/603504
509131,Jade Chenille Upholstered Modern Track Arm Sofa Green,Sofas,Sofa,Green,"Elevate your living space with the perfect blend of style, comfort, and functionality with this modern sofa. Its sculpted round shapes and bench waterfall seat cushion create a harmonious and inviting look, enhancing any room’s aesthetic. The textured chenille fabric provides an incredibly soft touch, adding a layer of luxury and durability to this standout piece. The rich green hue is complemented by vivid yellow and neutral beige accent pillows, while thin tall metal legs add a light airy presence and modern appeal.","84""w x 38.5""d x 32""h",133.1,coasterfurniture.com listed,Vivid yellow and beige accent pillows add warmth and lively contrast | Sofa features rich green chenille with a soft luxurious textured feel | Bench waterfall seat cushion delivers seamless comfort across the sofa | Thin tall metal legs give the sofa a light airy modern presence | Sculpted round shapes create a harmonious and inviting modern silhouette | Textured upholstery and plush foam create stylish everyday lounging comfort,13,509131-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Jade-Sofa/509131
509411,Jade Chenille Upholstered Sculpted Track Arm Sofa Latte,Sofas,Sofa,Latte,"Experience a sophisticated blend of architectural design and plush comfort with this sofa. The latte chenille upholstery provides subtle textured appeal, complemented by sculpted round arms and a matching back that mirror each other’s clean lines. Its waterfall bench seat offers a seamless look, supported by a sinuous spring seat deck and full foam cushioning for superior comfort. Reversible rust and chocolate accent pillows add warmth, while sleek tapered metal legs complete its contemporary charm.","84""w x 38.5""d x 32""h",133.1,coasterfurniture.com listed,Sofa features latte chenille upholstery with a soft subtle textured appeal | Four reversible accent pillows in rust and chocolate add warmth and contrast | Sinuous spring seat deck supports lasting comfort for everyday lounging | Sculpted round track arms and matching back create architectural symmetry | Sleek tapered metal legs complete the sofa with contemporary polish | Waterfall bench seat offers a seamless look with plush full foam comfort,15,509411-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Jade-Sofa/509131
509671,Tomkins Boucle Upholstered Sofa Light Grey,Sofas,Sofa,,"Create comfortable seating while embracing style with this well-tailored sofa. Upholstered in a textured, multidimensional light grey boucle fabric, it's perfect for adding rich texture and dimension in your living room. The sofa features sloped arms, boxed seat cushions, and tall back pillows, all finished with welt trim, offering welcome comfort and support for seating and lounging. A classic silhouette is updated with gently sloping, flared armrests and tapering block legs in a dark finish, providing a sturdy foundation and completing the look.","84""w x 38""d x 34.5""h",103.4,coasterfurniture.com listed,Tapering block legs in a dark finish provide sturdy visual contrast | Boxed seat cushions and tall back pillows create inviting everyday comfort | Light grey sofa features a tailored silhouette with gently sloping arms | The versatile profile suits relaxed living rooms with polished appeal | Textured boucle upholstery adds rich dimension and a refined modern look | Welt trim sharpens the profile with clean tailored definition throughout,13,509671-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Tomkins-Sofa/509671
552101,Selma Velvet Upholstered Crescent Arm Sofa Rust,Sofas,Sofa,,"Unwind in style with this chic retro-inspired sofa, designed to deliver both comfort and timeless elegance. Upholstered in a rust woven fabric, it features plush foam seat cushions and curved tufted arms for ultimate support. The fully encased engineered wood frame ensures lasting stability, while sinuous spring seating offers durable comfort. Solid wood legs in an espresso finish complete the sturdy construction, adding a sleek modern touch to this versatile seating option.","74.75""w x 35.75""d x 35""h",81.84,coasterfurniture.com listed,"Attached seat cushions and removable back cushions | Sinuous spring seating and foam cushion construction | Retro-inspired sofa with curved tufted arms | Rust woven fabric upholstery for a cozy, chic look | Fully encased engineered wood frame for durability | Solid wood tapered legs in espresso finish",13,552101-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Selma-Sofa/552101
509891,Ashlyn Upholstered Sloped Arm Sofa White,Sofas,Sofa,White,"Sofa blends sculpted lines and plush support for a tailored living room anchor with everyday comfort. Curved track arms soften the silhouette while reversible cushions help extend wear and maintain a neat appearance over time. Pocket coil seating and trillium blend fill create a soft yet supportive sit, paired with a sinuous spring deck and solid wood frame for dependable reinforcement. Textured upholstery and accent pillows complete this lounge-ready piece for relaxed spaces that value comfort, structure, and understated style.","89.5""w x 40""d x 37""h",140,coasterfurniture.com listed,Sofa in white textured fabric brightens the room with tailored comfort | Reversible box cushions help extend wear and maintain a neat appearance | Sloped track arms create a soft sculpted outline for the clean silhouette | Accent pillows complete the sofa with added comfort and visual balance | Cappuccino block legs add warm contrast beneath the crisp upholstery | Pocket coil seating with trillium blend fill offers plush support and comfort,11,509891-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Ashlyn-Sofa/552091
552091,Ashlyn Fabric Upholstered Track Arm Sofa Sand,Sofas,Sofa,Sand,"Sofa blends sculpted lines and plush support for a tailored living room anchor with everyday comfort. Curved track arms soften the silhouette while reversible cushions help extend wear and maintain a neat appearance over time. Pocket coil seating and trillium blend fill create a soft yet supportive sit, paired with a sinuous spring deck and solid wood frame for dependable reinforcement. Textured upholstery and accent pillows complete this lounge-ready piece for relaxed spaces that value comfort, structure, and understated style.","89.5""w x 40""d x 37""h",140,coasterfurniture.com listed,Sofa in sand textured fabric creates a soft tailored living room anchor | Pocket coil seating with trillium blend fill offers soft supportive comfort | Solid wood and plywood frame adds dependable strength and stability | Curved track arms bring sculpted style to the plush inviting silhouette | Accent pillows complete the sofa with added comfort and lounge appeal | Reversible seat and back cushions help extend comfort and everyday wear,12,552091-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Ashlyn-Sofa/552091
508361,Ruth Upholstered Track Arm Sofa Black,Sofas,Sofa,Black,"Establish the foundation of a stylish living room with a modern sofa. Smooth faux leather creates a sleek, neutral look that brims with sophistication. Track arms create a structured silhouette, offering tailored flair with an understated ambiance. Straight, tapered legs support the sofa and ensure stability. Supportive cushions create an inviting look and feel, with sinuous spring decking under seat cushions and webbing across the back for optimal comfort.","76.5""w x 31.5""d x 33.5""h",83.77,coasterfurniture.com listed,"Slim track arms contribute to a clean, contemporary aesthetic | Modern three-seater sofa with sleek lines and a minimalist profile | Plush foam seat and back cushions provide lasting support and comfort | Black faux leather upholstery offers a sophisticated and refined look | Tapered wooden legs ensure stability and add a mid-century touch | Durable frame construction provides long-lasting everyday reliability",11,508361-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Ruth-Sofa/511214
508365,Ruth Upholstered Track Arm Sofa Grey,Sofas,Sofa,Grey,"Establish the foundation of a stylish living room with a modern sofa. Smooth faux leather creates a sleek, neutral look that brims with sophistication. Track arms create a structured silhouette, offering tailored flair with an understated ambiance. Straight, tapered legs support the sofa and ensure stability. Supportive cushions create an inviting look and feel, with sinuous spring decking under seat cushions and webbing across the back for optimal comfort.","76.5""w x 31.5""d x 33.5""h",83.77,coasterfurniture.com listed,"Plush foam seat and back cushions provide lasting support and comfort | Grey faux leather upholstery offers a sophisticated and refined look | Tapered wooden legs ensure stability and add a mid-century touch | Slim track arms contribute to a clean, contemporary aesthetic | Modern three-seater sofa with sleek lines and a minimalist profile | Durable frame construction provides long-lasting everyday reliability",11,508365-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Ruth-Sofa/511214
511211,Ruth 77-inch Fabric Upholstered Track Arm Sofa Rust Red,Sofas,Sofa,Rust,"Streamlined and inviting, this modern sofa blends tailored form with everyday comfort. A low profile and clean lines define its silhouette, while plush foam cushions and tight upholstery create a polished yet relaxed look. The slim track arms and angled legs add a subtle mid-century touch. Perfect for compact apartments, casual lounges, or modern living rooms, this versatile three-seater anchors any space with softness and structure.","76.5""w x 31.5""d x 33.5""h",83.77,coasterfurniture.com listed,"Plush back and seat cushions provide supportive comfort for everyday lounging | Slim track arms and piped edges add tailored definition to the structured frame | Sofa in rust fabric features a clean-lined silhouette with modern visual softness | Angled plastic legs create lift and offer a sturdy, contemporary foundation | Upholstered in soft fabric with smooth texture and subtle tonal variation | Versatile size fits comfortably in apartments, open layouts, or casual living rooms",12,511211-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Ruth-Sofa/511214
511214,Ruth 77-inch Fabric Upholstered Track Arm Sofa Matcha Green,Sofas,Sofa,Matcha,"Streamlined and inviting, this modern sofa blends tailored form with everyday comfort. A low profile and clean lines define its silhouette, while plush foam cushions and tight upholstery create a polished yet relaxed look. The slim track arms and angled legs add a subtle mid-century touch. Perfect for compact apartments, casual lounges, or modern living rooms, this versatile three-seater anchors any space with softness and structure.","76.5""w x 31.5""d x 33.5""h",83.77,coasterfurniture.com listed,"Plush back and seat cushions provide supportive comfort for everyday lounging | Slim track arms and piped edges add tailored definition to the structured frame | Sofa in matcha green fabric features a clean-lined silhouette with modern visual softness | Angled plastic legs create lift and offer a sturdy, contemporary foundation | Upholstered in soft fabric with smooth texture and subtle tonal variation | Versatile size fits comfortably in apartments, open layouts, or casual living rooms",12,511214-1.jpg,https://www.coasterfurniture.com/furniture/category/Sofas/Ruth-Sofa/511214
511232,Amador Chenille Upholstered Track Arm Loveseat Camel,Loveseats,Loveseat,,"A compact version of the same relaxed silhouette, this chenille loveseat brings broad track arms and deep loose cushions into smaller living spaces. Chenille upholstery adds soft texture across the tailored frame, while reversible seat and back cushions support everyday use. Foam and pocket coil seat cushions pair with S-spring construction for resilient comfort, and two lumbar pillows add a finished lounge-ready layer.","64""w x 38""d x 35""h",106.48,coasterfurniture.com listed,Camel upholstery gives the loveseat a warm neutral look for everyday living spaces | Chenille loveseat brings broad track arms and relaxed texture to smaller rooms | Dark brown rubberwood legs ground the compact frame with understated contrast | Foam and pocket coil seat cushions work with S-spring support for casual comfort | Reversible seat and back cushions help keep the seating surface easy to refresh | Two lumbar pillows add soft support and complete the layered loveseat profile,12,511232-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Amador-Track-Arm-Loveseat/511235
511235,Amador Chenille Upholstered Track Arm Loveseat Chocolate,Loveseats,Loveseat,,"A compact version of the same relaxed silhouette, this chenille loveseat brings broad track arms and deep loose cushions into smaller living spaces. Chenille upholstery adds soft texture across the tailored frame, while reversible seat and back cushions support everyday use. Foam and pocket coil seat cushions pair with S-spring construction for resilient comfort, and two lumbar pillows add a finished lounge-ready layer.","64""w x 38""d x 35""h",106.48,coasterfurniture.com listed,Chenille loveseat brings broad track arms and rich texture to smaller rooms | Chocolate upholstery gives the loveseat a deep brown look for everyday living spaces | Dark brown rubberwood legs ground the compact frame with understated contrast | Foam and pocket coil seat cushions work with S-spring support for casual comfort | Reversible seat and back cushions help keep the seating surface easy to refresh | Two lumbar pillows add soft support and complete the layered loveseat profile,12,511235-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Amador-Track-Arm-Loveseat/511235
610352P,Collins Modular Power Loveseat Chocolate Brown,Loveseats,Power Reclining Loveseat,,"Modular power loveseat keeps the room feeling close and calm, inviting you to settle in as the day quiets down. Fabric upholstery and foam cushioning sit on plywood and engineered wood construction, reinforced with metal and plastic for daily support. Black legs keep the profile grounded. Recline with power, ease into a comfortable angle, and let a smaller space feel purposeful, relaxed, and ready for the evening.","86""w x 40""d x 38""h",241.12,coasterfurniture.com listed,"Black legs add contrast and keep the base grounded within flexible modular layouts | Chocolate brown modular power loveseat offers reclining comfort in a space-aware profile | Corduroy upholstery in 100% polyester layers easily into contemporary room styling | Foam cushioning keeps seating supportive while the profile stays neat and modern | Plywood and engineered wood frame with metal and plastic reinforcement supports use | Power reclining adjusts smoothly to support movie nights, reading, or quiet downtime",13,610352P-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Collins-Power-Loveseat/610362P
609532P,Collins Modular Power Loveseat Dark Grey,Loveseats,Power Reclining Loveseat,Dark Grey,"Modular power loveseat keeps the room feeling close and calm, inviting you to settle in as the day quiets down. Fabric upholstery and foam cushioning sit on plywood and engineered wood construction, reinforced with metal and plastic for daily support. Black legs keep the profile grounded. Recline with power, ease into a comfortable angle, and let a smaller space feel purposeful, relaxed, and ready for the evening.","86""w x 40""d x 38""h",241.12,coasterfurniture.com listed,"Black legs add contrast and keep the base grounded within flexible modular layouts | Dark grey modular power loveseat offers reclining comfort in a space-aware seating profile | Fabric upholstery in 100% polyester coordinates easily with transitional room styling | Foam cushioning keeps seating supportive while the profile stays neat and modern | Plywood and engineered wood frame with metal and plastic reinforcement supports use | Power reclining adjusts smoothly to support movie nights, reading, or quiet downtime",13,609532P-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Collins-Power-Loveseat/610362P
609562P,Collins Modular Power Loveseat Grey,Loveseats,Power Reclining Loveseat,Grey,"Modular power loveseat keeps the room feeling close and calm, inviting you to settle in as the day quiets down. Fabric upholstery and foam cushioning sit on plywood and engineered wood construction, reinforced with metal and plastic for daily support. Black legs keep the profile grounded. Recline with power, ease into a comfortable angle, and let a smaller space feel purposeful, relaxed, and ready for the evening.","86""w x 40""d x 38""h",241.12,coasterfurniture.com listed,"Black legs add contrast and keep the base grounded within flexible modular layouts | Fabric upholstery in 100% polyester coordinates easily with transitional room styling | Foam cushioning keeps seating supportive while the profile stays neat and modern | Grey modular power loveseat offers reclining comfort in a space-aware seating profile | Plywood and engineered wood frame with metal and plastic reinforcement supports use | Power reclining adjusts smoothly to support movie nights, reading, or quiet downtime",13,609562P-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Collins-Power-Loveseat/610362P
610362P,Collins Modular Power Loveseat Black,Loveseats,Power Reclining Loveseat,,"Modular power loveseat keeps the room feeling close and calm, inviting you to settle in as the day quiets down. Fabric upholstery and foam cushioning sit on plywood and engineered wood construction, reinforced with metal and plastic for daily support. Black legs keep the profile grounded. Recline with power, ease into a comfortable angle, and let a smaller space feel purposeful, relaxed, and ready for the evening.","86""w x 40""d x 38""h",241.12,coasterfurniture.com listed,"Black legs add contrast and keep the base grounded within flexible modular layouts | Black modular power loveseat offers reclining comfort in a space-aware seating profile | Corduroy upholstery in 100% polyester layers easily into contemporary room styling | Foam cushioning keeps seating supportive while the profile stays neat and modern | Plywood and engineered wood frame with metal and plastic reinforcement supports use | Power reclining adjusts smoothly to support movie nights, reading, or quiet downtime",13,610362P-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Collins-Power-Loveseat/610362P
603372,Hamilton Chenille Manual Reclining Loveseat Sand,Loveseats,Motion Loveseat,Sand,"Generously padded arms and segmented back cushions give this manual reclining loveseat an inviting, lounge-ready presence for shared seating areas. Chenille upholstery wraps the cushioned seating in soft texture, while the compact two-seat profile feels substantial without overpowering the room. Manual reclining footrests extend for a laid-back position, making the loveseat a comfortable choice for everyday relaxation.","50""w x 38.75""d x 39.25""h",120.15,coasterfurniture.com listed,Foam cushioning and metal reclining hardware support daily living room use | Generously padded arms give the loveseat a plush and relaxed side profile | Manual reclining footrests extend for laid-back seating without power controls | Manual reclining loveseat brings padded two-seat comfort to living rooms | Sand chenille upholstery adds soft texture across the loveseat frame | Segmented back cushions create supportive comfort for shared lounging,12,603372-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Hamilton-Upholstered-Reclining-Sofa/603375
603375,Hamilton Chenille Manual Reclining Loveseat Charcoal Grey,Loveseats,Motion Loveseat,Charcoal Grey,"Generously padded arms and segmented back cushions give this manual reclining loveseat an inviting, lounge-ready presence for shared seating areas. Chenille upholstery wraps the cushioned seating in soft texture, while the compact two-seat profile feels substantial without overpowering the room. Manual reclining footrests extend for a laid-back position, making the loveseat a comfortable choice for everyday relaxation.","50""w x 38.75""d x 39.25""h",120.15,coasterfurniture.com listed,Charcoal grey chenille adds soft texture across the loveseat frame | Foam cushioning and metal reclining hardware support daily living room use | Generously padded arms give the loveseat a plush and relaxed side profile | Manual reclining footrests extend for laid-back seating without power controls | Manual reclining loveseat brings padded two-seat comfort to living rooms | Segmented back cushions create supportive comfort for shared lounging,12,603375-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Hamilton-Upholstered-Reclining-Sofa/603375
