"ProductCode","ProductDescription"
"SS-CNT500PT","Canton Counter Table by Steve Silver. Dimensions: 72 inL x 40 inD x 36 inH Includes the dining table and matching chairs shown in the catalog image. Features: Constructed of Solid Mango and Asian hardwoods and engineered woods; Influenced by mid-century modern design; the Canton 72 in counter table features canted;; The 72-inch rectangular counter table offers ample space for six people; Counter table and counter chairs are solidly constructed with sturdy solid wood legs and a frame; The wood is hand-stained in a natural multi-step brown cherry finish with burnished edges that."
"SS-CNT500T","Canton Counter Dining Table by Steve Silver. Dimensions: 72 inL x 40 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image. Features: Constructed of Solid Mango and Asian hardwoods and engineered woods; Influenced by mid-century modern design; the Canton 72 in table features canted; tapered solid wood; The 72-inch rectangular dining table offers ample space for six people; Table and chairs are solidly constructed with sturdy solid wood legs and a frame that is reinforced with; The wood is hand-stained in a natural multi-step brown cherry finish with burnished edges that highlights."
"SS-COL100KC","Colvin Cocktail Table w/ Casters Finish by Steve Silver. Dimensions: 36 inW x 36 inD x 19 inH Features: Crafted of oak and mango veneers; solid Asian hardwoods and engineered woods; Styling details include reeded base; floating top construction and flowing round shapes; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Modern elegant design; Cocktail Table is castered for easy movement. The Cocktail and End Table also have adjustable; The wood is hand-painted in a natural black finish in a neutral hue that complements any dÃ©cor."
"SS-COL100KE","Colvin End Table Finish by Steve Silver. Dimensions: 22 inW x 24 inD x 24 inH Features: Crafted of oak and mango veneers; solid Asian hardwoods and engineered woods; Styling details include reeded base; floating top construction and flowing round shapes; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Modern elegant design; Cocktail Table is castered for easy movement. The Cocktail and End Table also have adjustable; The wood is hand-painted in a natural black finish in a neutral hue that complements any dÃ©cor."
"SS-COL100KNWMC","Echo Marble Top Cocktail Table w/ Casters Finish by Steve Silver. Dimensions: 36 inW x 36 inD x 19 inH Features: Crafted of oak and mango veneers; solid Asian hardwoods and engineered woods; Styling details include reeded base; floating top construction and flowing round shapes; Modern elegant design; Each marble top is crafted by nature with unique characteristics that vary slightly so no two pieces; Cocktail Table is castered for easy movement. The Cocktail and End Table also have adjustable; The wood is hand-stained in a natural multi-step toffee finish to highlight the natural grain and knots."
"SS-COL100KWMC","Colvin Marble Top Cocktail Table w/ Casters Finish by Steve Silver. Dimensions: 36 inW x 36 inD x 19 inH Features: Crafted of oak and mango veneers; solid Asian hardwoods and engineered woods; Styling details include reeded base; floating top construction and flowing round shapes; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Modern elegant design; Each marble top is crafted by nature with unique characteristics that vary slightly so no two pieces; Cocktail Table is castered for easy movement. The Cocktail and End Table also have adjustable; The wood is hand-painted in a natural black finish in a neutral hue that complements any dÃ©cor."
"SS-COL100KWME","Colvin Marble Top End Table Finish by Steve Silver. Dimensions: 22 inW x 24 inD x 24 inH Features: Crafted of oak and mango veneers; solid Asian hardwoods and engineered woods; Styling details include reeded base; floating top construction and flowing round shapes; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Modern elegant design; Each marble top is crafted by nature with unique characteristics that vary slightly so no two pieces; Cocktail Table is castered for easy movement. The Cocktail and End Table also have adjustable; The wood is hand-painted in a natural black finish in a neutral hue that complements any dÃ©cor."
"SS-COL100NWMC","Modern Occasional Cocktail Table w/ Casters Finish by Steve Silver. Dimensions: 36 inW x 36 inD x 19 inH Features: Crafted of oak and mango veneers; solid Asian hardwoods and engineered woods; Styling details include reeded base; floating top construction and flowing round shapes; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Modern elegant design; Cocktail Table is castered for easy movement. The Codktail and End Table also have adjustable; The wood is hand-stained in a natural multi-step toffee finish to highlight the natural grain and knots."
"SS-COL100NWME","Echo Marble Top End Table Finish by Steve Silver. Dimensions: 22 inW x 24 inD x 24 inH Features: Crafted of oak and mango veneers; solid Asian hardwoods and engineered woods; Styling details include reeded base; floating top construction and flowing round shapes; Modern elegant design; Each marble top is crafted by nature with unique characteristics that vary slightly so no two pieces; Cocktail Table is castered for easy movement. The Cocktail and End Table also have adjustable; The wood is hand-stained in a natural multi-step toffee finish to highlight the natural grain and knots."
"SS-COL500ESV","Colvin Server by Steve Silver. Dimensions: 60 inW x 20 inD x 32 inH Features: Expertly crafted of oak veneers; Asian hardwood solids and engineered woods; Adjustable levelers add stability on uneven surfaces.; A finished back ensures the Server versatile placement and polished elegance in any room; Concealed European hinges offer clean front aesthetic while allowing the doors to open and close; Two adjustable shelves behind doors offer versatile storage options to accommodate items of; Natural; hand-stained wood in a multi-step black; toffee; emerald or white finish; Satin brass hardware adds an elegant accessory to the front of the case."
"SS-COL500KSV","Colvin Server by Steve Silver. Dimensions: 60 inW x 20 inD x 32 inH Features: Expertly crafted of oak veneers; Asian hardwood solids and engineered woods; Adjustable levelers add stability on uneven surfaces.; A finished back ensures the Server versatile placement and polished elegance in any room; Concealed European hinges offer clean front aesthetic while allowing the doors to open and close; Two adjustable shelves behind doors offer versatile storage options to accommodate items of; Natural; hand-stained wood in a multi-step black; toffee; emerald or white finish; Satin brass hardware adds an elegant accessory to the front of the case."
"SS-COL500NSV","Colvin Server by Steve Silver. Dimensions: 60 inW x 20 inD x 32 inH Features: Expertly crafted of oak veneers; Asian hardwood solids and engineered woods; Adjustable levelers add stability on uneven surfaces.; A finished back ensures the Server versatile placement and polished elegance in any room; Concealed European hinges offer clean front aesthetic while allowing the doors to open and close; Two adjustable shelves behind doors offer versatile storage options to accommodate items of; Natural; hand-stained wood in a multi-step black; toffee; emerald or white finish; Satin brass hardware adds an elegant accessory to the front of the case."
"SS-COL500WSV","Colvin Server by Steve Silver. Dimensions: 60 inW x 20 inD x 32 inH Features: Expertly crafted of oak veneers; Asian hardwood solids and engineered woods; Adjustable levelers add stability on uneven surfaces.; A finished back ensures the Server versatile placement and polished elegance in any room; Concealed European hinges offer clean front aesthetic while allowing the doors to open and close; Two adjustable shelves behind doors offer versatile storage options to accommodate items of; Natural; hand-stained wood in a multi-step black; toffee; emerald or white finish; Satin brass hardware adds an elegant accessory to the front of the case."
"SS-CONROE-GRAY-PWR-SECT","The Conroe Dual-Power Reclining 7-Piece Sectional blends modern style with personalized comfort. Upholstered in a light gray fabric, it offers a neutral look that complements a variety of spaces. Discreet inner-arm controls adjust the independent power headrest and footrest for customized relaxation. A lift-top storage chaise keeps blankets and essentials close at hand, while the 100% polyester cover, furniture-grade plywood frame, and sinuous wire springs provide lasting durability and everyday comfort."
"SS-CONROE-PWR-CHAISE-SECT","The Conroe Dual-Power Reclining 7-Piece Sectional blends modern style with personalized comfort. Upholstered in a light tan Cobblestone fabric, it offers a neutral look that complements a variety of spaces. Discreet inner-arm controls adjust the independent power headrest and footrest for customized relaxation. A lift-top storage chaise keeps blankets and essentials close at hand, while the 100% polyester cover, furniture-grade plywood frame, and sinuous wire springs provide lasting durability and everyday comfort."
"SS-COZY-59LOVE","Relax together in effortless comfort with the Cozy Manual Reclining Loveseat. Upholstered in a stylish dolphin gray 100% polyester cover, it delivers a soft, inviting feel with stain resistance for easy care. Plush, channeled backs with 2.0-density foam provide sink-in comfort, while generously overstuffed arms add extra support. Smooth manual reclining lets you kick back with a simple pull, placing you in the perfect position to unwind and enjoy everyday moments in comfort."
"SS-COZY-81SOFA","Stretch out in effortless comfort with the Cozy Manual Reclining Sofa. Upholstered in a stylish dolphin gray 100% polyester cover, it offers a soft, inviting feel with stain resistance for easy care. Plush, channeled backs with 2.0-density foam provide sink-in comfort, while generously overstuffed arms add extra support. Dual manual reclining ends activate with a simple pull, smoothly positioning you for optimal relaxationâ€”making the Cozy sofa the perfect choice for everyday lounging and laid-back living."
"SS-COZY-RECL","Sink into everyday comfort with the Cozy Manual Recliner. Upholstered in a stylish dolphin gray 100% polyester cover, it is irresistibly soft to the touch while remaining stain-resistant and easy to care for."
"SS-CT100C","Dexter Lift Top Coffee Table by Steve Silver. Dimensions: 48 inW x 26 inD x 18 inH Features: Constructed of wood solids; veneers; engineered woods and resin; Styling details include louvered doors; oil-rubbed bronze hardware; Modern farmhouse design with mixture of cottage and contemporary styling; Lift-Top Coffee is great for working or eating while seated; Storage options in Coffee Table and Storage End Table for remotes or other items; The Storage End Table has USB charging station for electronic devices; Farmhouse White finish."
"SS-CT100E","Dexter End Table by Steve Silver. Dimensions: 20 inW x 26 inD x 24 inH Features: Constructed of wood solids; veneers; engineered woods and resin; Styling details include louvered doors; oil-rubbed bronze hardware; Modern farmhouse design with mixture of cottage and contemporary styling; Lift-Top Coffee is great for working or eating while seated; Storage options in Coffee Table and Storage End Table for remotes or other items; The Storage End Table has USB charging station for electronic devices; Farmhouse White finish."
"SS-CT100ES","Dexter Storage End Table w/ USB by Steve Silver. Dimensions: 18 inW x 24 inD x 24 inH Features: Constructed of wood solids; veneers; engineered woods and resin; Styling details include louvered doors; oil-rubbed bronze hardware; Modern farmhouse design with mixture of cottage and contemporary styling; Lift-Top Coffee is great for working or eating while seated; Storage options in Coffee Table and Storage End Table for remotes or other items; The Storage End Table has USB charging station for electronic devices; Farmhouse White finish."
"SS-CY100CKW","Casual Occasional Cocktail Table by Steve Silver. Dimensions: 52 inW x 32 inD x 18 inH Features: Modern farmhouse styling constructed of hardwood solids with acacia veneers in; Tables feature picture frame apron; tapered legs and working drawers with cup."
"SS-CY100EKW","Casual Occasional End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Modern farmhouse styling constructed of hardwood solids with acacia veneers in; Tables feature picture frame apron; tapered legs and working drawers with cup."
"SS-CY100SKW","Casual Occasional Sofa Table by Steve Silver. Dimensions: 54 inW x 18 inD x 30 inH Features: Modern farmhouse styling constructed of hardwood solids with acacia veneers in; Tables feature picture frame apron; tapered legs and working drawers with cup."
"SS-DANIEL-PWR-LOVE","Experience the theater from the comfort of home with the Daniel Triple-Power Leather Reclining Immersive Entertainment Console Loveseat. Wrapped in plush, mossy-gray leather, this sofa is designed for immersive entertainment. Built-in speakers, a subwoofer, and vibration transponders surround you with lifelike sound, while air massage and soothing heat settings add next-level relaxation. A convenient center console offers wireless charging, USB-A & C charging, integrated lighting, easy-access controls and handy storage, keeping everything within reach. Enjoy the ultimate blend of luxury, comfort, and high-tech entertainment with the Daniel Triple-Power Leather Reclining Immersive Entertainment Console Loveseat."
"SS-DANIEL-PWR-RECL","Experience the theater from the comfort of home with the Daniel Triple-Power Leather Immersive Entertainment Recliner with Built-in Speakers. Wrapped in plush, mossy-gray leather, this recliner is designed for immersive entertainment. Built-in speakers, a subwoofer, and vibration transponders surround you with lifelike sound. Popup arms offer convenient bass, treble and vibration control, while the outer console has USB-A & C charging, integrated lighting and programmable memory settings. Enjoy the ultimate blend of luxury, comfort, and high-tech entertainment with the Daniel Triple-Power Leather Immersive Entertainment Recliner with Built-In Speakers."
"SS-DANIEL-PWR-SOFA","Experience the theater from the comfort of home with the Daniel Triple-Power Leather Reclining Sofa. Wrapped in plush, mossy-gray leather, this sofa is designed for immersive entertainment. Built-in speakers, a subwoofer, and vibration transponders surround you with lifelike sound, while air massage and soothing heat settings add next-level relaxation. A convenient drop-down console offers wireless charging, integrated lighting, and easy-access controls, keeping everything within reach. Enjoy the ultimate blend of luxury, comfort, and high-tech entertainment with the Daniel Triple-Power Leather Reclining Sofa."
"SS-DAR500BPT","Darcy Counter Table w/ Leaf Two Tone by Steve Silver. Dimensions: 64-82 inL x 32 inD x 36 inH Includes the dining table and matching chairs shown in the catalog image. Features: Expertly crafted of oak veneers; solid Acacia & Asian hardwoods with engineered hardwoods; Styling details include solid wood turned legs; contoured contrasting wooden seat and modern modern; Solidly constructed using mortise-and-tenon joinery and corner blocks for exceptional stability.; The 36-inch Counter Height Table presents a graceful solution for both dining and working while the 24 in; The 64â€™ long table expands to a full82 in with the 18 in leaf to seat up to eight; Counter Chair is solidly constructed to support up to 300 pounds in weight; The wood is hand-stained in a natural two-tone midnight blue and sand finish."
"SS-DENVER-BROWN-PWR-SECT","A generously scaled showstopper. Denver is draped in a luxurious merlot leather. Classic styling and power headrest and footrest means you can relax and enjoy the show! And modular seating means you can build the set to fit your space exactly."
"SS-DENVER-CHAR-PWR-SECT","A generously scaled showstopper. Denver is draped in luxurious charcoal upholstery. Classic styling and power headrest and footrest mean you can relax and enjoy the show. Modular seating lets you build the set to fit your space exactly."
"SS-DI100C","Mixed Media Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 28 inD x 18 inH Features: Constructed of Silvershield Â® 3D PVC laminate top that resists scratches; heat and moisture with; Grey driftwood color top with pewter colored base; Contemporary driftwood finish fits great in neutral decorating environments; Contemporary geometric design with square tops add architectural element to any room."
"SS-DI100E","Mixed Media Occasional End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24 inH Features: Constructed of Silvershield Â® 3D PVC laminate top that resists scratches; heat and moisture with; Grey driftwood color top with pewter colored base; Contemporary driftwood finish fits great in neutral decorating environments; Contemporary geometric design with square tops add architectural element to any room."
"SS-DR200RC","Faux Wood Cocktail Table by Steve Silver. Dimensions: 36 inW x 36 inD x 18 inH Features: Constructed of faux wood paper veneer; hardwood solids and engineered woods; Plastic glides help prevent scratches to floors; Round cylindrical shape with geometric lines add weight and scale to a room with a; 3A packaging ensures damage free parcel; Black wood frame adds a neutral component to the tables."
"SS-DR200RE","Faux Wood End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of faux wood paper veneer; hardwood solids and engineered woods; Plastic glides help prevent scratches to floors; Round cylindrical shape with geometric lines add weight and scale to a room with a; 3A packaging ensures damage free parcel; Black wood frame adds a neutral component to the tables."
"SS-DY200E","Casual Occasional End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the."
"SS-DY200ER","Casual Occasional Round End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the."
"SS-DY200S","Casual Occasional Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the."
"SS-EVA100C","Modern Occasional Cocktail Table w/ Casters by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Crafted from Oak veneers; Asian hardwoods; and engineered woods with a kiln-dried finish for durability.; Features felt-lined drawers; ball-bearing metal side drawer glides; and open shelves for storage and; The Coffee Tableâ€™s four casters allow you to effortlessly move the table out of the way of reclining upholstery; Part of the Evan Collection; with matching dining furniture and a TV stand for a cohesive look.; The wood is hand-stained in a natural multi-step walnut color finish x."
"SS-EVA100TV","64 Intv Console by Steve Silver. Dimensions: 64 inW x 18 inD x 28 inH Features: Expertly crafted of Oak veneers; solid Asian hardwoods and engineered woods; 64 in length TV cabinet fits televisions up to 70 inches; Kiln-dried wood helps prevent warping; splitting and cracking; Four sleek; felt-lined drawers with metal ball-bearing side glides ensure smooth operation; offering; A wire escape back ensures organized cable management and a clutter-free appearance; Plastic glides keep the table from scratching floor; The wood is hand-stained in a natural multi-step walnut color finish with wire brushing."
"SS-EVA10E","Modern Occasional End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Crafted from Oak veneers; Asian hardwoods; and engineered woods with a kiln-dried finish for durability.; Features felt-lined drawers; ball-bearing metal side drawer glides; and open shelves for storage and; The Coffee Tableâ€™s four casters allow you to effortlessly move the table out of the way of reclining upholstery; Part of the Evan Collection; with matching dining furniture and a TV stand for a cohesive look.; The wood is hand-stained in a natural multi-step walnut color finish x."
"SS-EVA500NC","Evan Curio by Steve Silver. Dimensions: 45 inW x 20 inD x 83 inH Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish."
"SS-EVA500NSV","Evan Server by Steve Silver. Dimensions: 60 inW x 20 inD x 32 inH Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish."
"SS-EVA500NT","Evan Dining Table w/ Leaf by Steve Silver. Dimensions: 78-96 inL x 40 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image. Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish."
"SS-FRE300KNT","Nesting Cocktail Table w/ Casters by Steve Silver. Dimensions: TABLE: 36 inW x 18 inD x 17 inH Features: Crafted from oak veneers; engineered woods; foam; and durable 100% polyester fabric; Kiln-dried; hand-stained construction with a multi-step sand finish highlighting natural grain and; Nesting coffee table includes a channeled cushion ottoman with casters for easy mobility and; High-resiliency; fire-resistant foam cushioning provides lasting comfort and shape retention; Upholstered in easy-care 100% polyester boucle fabric with a 275 lb. weight capacity and simple."
"SS-FRE300NNT","Nesting Cocktail Table w/ Casters by Steve Silver. Dimensions: TABLE: 36 inW x 18 inD x 17 inH Features: Crafted from oak veneers; engineered woods; foam; and durable 100% polyester fabric; Kiln-dried; hand-stained construction with a multi-step sand finish highlighting natural grain and; Nesting coffee table includes a channeled cushion ottoman with casters for easy mobility and; High-resiliency; fire-resistant foam cushioning provides lasting comfort and shape retention; Upholstered in easy-care 100% polyester boucle fabric with a 275 lb. weight capacity and simple."
"SS-FTZ100C","Casual Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Crafted of oak veneers; solid Asian hardwoods and engineered hardwoods; Styling details include cathedral arch architectural elements that add dimension to the clean; simple; Three arches on the coffee table add bountiful storage or display area; 350 lb. weight capacity on the coffee table and 175 lbs. on the end table; Plastic glides help prevent scratches or mars to floors; The wood is hand-stained in a multi-step; wire-brushed black finish for a sophisticated neutral accent."
"SS-FTZ100E","Casual Occasional End Table by Steve Silver. Dimensions: 18 inW x 18 inD x 22 inH Features: Crafted of oak veneers; solid Asian hardwoods and engineered hardwoods; Styling details include cathedral arch architectural elements that add dimension to the clean; simple; Three arches on the coffee table add bountiful storage or display area; 350 lb. weight capacity on the coffee table and 175 lbs. on the end table; Plastic glides help prevent scratches or mars to floors; The wood is hand-stained in a multi-step; wire-brushed black finish for a sophisticated neutral accent."
"SS-GA100C","Modern Occasional Glass Top Coffee Table w/ Casters Finish by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain."
"SS-GA100E","Modern Occasional Glass Top End Table Finish by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain."
"SS-GA100S","Modern Occasional Glass Top Sofa Table Finish by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain."
"SS-GA100TC","Modern Occasional Glass Top Coffee Table w/ Casters Finish by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain."
"SS-GA100TE","Modern Occasional Glass Top End Table Finish by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain."
"SS-GA100TS","Modern Occasional Glass Top Sofa Table Finish by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain."
"SS-GA500C","Garland Curio by Steve Silver. Dimensions: 35 inW x 17 inD x 70 inH Features: Crafted of oak and acacia veneers; solid Asian hardwoods; Acacia veneers; and engineered; Styling details include weighty table top with modern trestle base; oatmeal colored chairs with; Storage base and open shelf offer display or storage for dining room essentials; The 60 inch table expands to 80 inches with the addition of included 20-inch leaf to seat up to 10; 36 in table height is comfortable for working or dining; The wood is hand-stained in a natural multi-step caramel finish."
"SS-GA500SV","Garland Counter Server by Steve Silver. Dimensions: 64 inW x 19 inL x 32 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include weighty table top with modern trestle base; oatmeal; Relaxed elegance style in a dining room set; The 78 inch table expands to 96 inches with the addition of included 18-inch leaf; The Table is corner blocked and screwed for added strength; Seats up to 10 guests; The wood is hand-stained in a natural multi-step caramel finish."
"SS-GA500TC","Hartford Curio by Steve Silver. Dimensions: 35 inW x 17 inD x 70 inH Features: Crafted of oak and acacia veneers; solid Asian hardwoods; Acacia veneers; and engineered; Styling details include weighty table top with modern trestle base; eggshell 100&% polyester; Storage base and open shelf offer display or storage for dining room essentials; The 60-inch table expands to 80 inches with the included 20-inch leaf to seat up to 10 guests.; 36 in table height is comfortable for working or dining; 24 in Counter Chairs fit 36 in high kitchen; The wood is hand-stained in a natural multi-step caramel finish."
"SS-GA500TSV","Garland Counter Server by Steve Silver. Dimensions: 64 inW x 19 inL x 32 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include weighty table top with modern trestle base; eggshell; Relaxed elegance style in a dining room set; The 78 inch table expands to 96 inches with the addition of included 18-inch leaf; The Table is corner blocked and screwed for added strength; Seats up to 10 guests; The wood is hand-stained in a natural multi-step distressed greige finish."
"SS-GAB300T","Kids Dining Table by Steve Silver. Dimensions: 30 inL x 30 inD x 23 inH Includes the dining table and matching chairs shown in the catalog image. Features: Crafted from Asian hardwood solids; oak veneers; and engineered woods-just like the adult version; Styled just like the full-size Gabby Dining Set for a cohesive; charming look in any kid-friendly space; Built to Withstand Play - Kiln-dried wood construction; solid wood legs; and mortise-and-tenon joinery; Comfort and Easy Care - 100% polyester eggshell fabric for easy cleanup after meals or crafts; ensuring; A hand-applied washed oak finish highlights the natural grain; while plastic floor glides protect floors."
"SS-GAB4848T","Gabby Dining Table by Steve Silver. Dimensions: 48 inL x 48 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image. Features: Table is constructed of oak veneers; Asian hardwoods and engineered woods; Styling details include tubular legs; soft corners; and minimalist fronts; Chair has shaped ergonomic upholstered back with solid legs and cushioned seat in keeping; Table seats up to four people; Server includes felt-lined top drawer; soft-close doors and two adjustable shelves; The wood is hand-stained in a natural multi-step washed oak finish to highlight the natural."
"SS-GAB500SV","Gabby Server by Steve Silver. Dimensions: 54 inW x 17.5 inD x 36 inH Features: Table is constructed of oak veneers; Asian hardwoods and engineered woods; Styling details include tubular legs; soft corners; and minimalist fronts; Chair has shaped ergonomic upholstered back with solid legs and cushioned seat in keeping with the; Locking table leaf allows for expandibility for additional seating up to six people; Server includes felt-lined top drawer; soft-close doors and two adjustable shelves; The wood is hand-stained in a natural multi-step washed oak finish to highlight the natural grain and."
"SS-GAB500T","Gabby Dining Table w/ Leaf by Steve Silver. Dimensions: 60-78 inL x 42 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image. Features: Table is constructed of oak veneers; Asian hardwoods and engineered woods; Styling details include tubular legs; soft corners; and minimalist fronts; Chair has shaped ergonomic upholstered back with solid legs and cushioned seat in keeping with the; Locking table leaf allows for expandibility for additional seating up to six people; Server includes felt-lined top drawer; soft-close doors and two adjustable shelves; The wood is hand-stained in a natural multi-step washed oak finish to highlight the natural grain and."
"SS-GASTON-65LOVE","Gaston manual reclining loveseat, where modern style meets compact comfort. Perfect for smaller spaces, it boasts plush cushioning, effortless reclining, and sleek vegan leather. Crafted with enduring quality, featuring sturdy wood frame and no-sag springs. Relax in style, watch the game, or unwind after work â€“ Gastonâ€™s got you covered."
"SS-GASTON-87SOFA","Gaston: your new haven for cozy elegance and endless relaxation. The manual reclining sofa pairs plush cushioning and easy reclining comfort with a gray vegan leather cover and a convenient drop-down console."
"SS-GASTON-RECL","Unwind in sleek, modern luxury with the Gaston Manual Recliner. This masterpiece marries contemporary cool with unmatched comfort. Sink into plush, buttery vegan leather framed by crisp, clean lines. Effortlessly recline 160 degrees, leaving worries at the door. Sturdy support ensures every movie marathon, game night, or quiet reading session is pure bliss. Make relaxation an essential part of your home with the Gaston recliner."
"SS-GAT70696N","Gatlin Dual Power Reclining Console Loveseat by Steve Silver. Dimensions: 97 inW x 39 inD x 40 inH Features: Dual-Power Recline: Independent headrest and footrest controls for personalized comfort; Kiln-dried hardwood frame with reinforced support; high-density foam; and 350 lb. capacity per seat.; 100% polyester chocolate fabric is plush and velvety to the touch; USB-A/USB-C charging on outer arms and inside storage console; Wall-saver zero-gravity recline needs only 3 in of wall clearane; Lift-top storage on Loveseat has stainless steel cupholders; USB-A/USB-C chargers and power; Modular Seating Flexibility: Mix-and-match pieces to build anything from a sectional to a sofa or."
"SS-GAT70696T","Stone Dual Power Reclining Console Loveseat by Steve Silver. Dimensions: 97 inW x 39 inD x 40 inH Features: Dual-Power Recline: Independent headrest and footrest controls for personalized comfort; Leather match has caramel top-grain leather on front with matching vinyl on sides and outer back; Kiln-dried hardwood frame with reinforced support; high-density foam; and 350 lb. capacity per seat.; USB-A/USB-C charging on outer arms and inside storage console; Wall-saver zero-gravity recline needs only 3 in of wall clearane; Lift-top storage on Loveseat has stainless steel cupholders; USB-A/USB-C chargers and power; Modular Seating Flexibility: Mix-and-match pieces to build anything from a sectional to a sofa or."
